Season,Product_Type,Fabric,Gender,Price,Discount,Region,Sales
Autumn,Shirt,Wool,Female,4879,24,East,12010
Autumn,Shirt,Denim,Male,4283,54,South,2608
Autumn,Kurti,Linen,Male,3114,37,West,3943
Winter,Jeans,Denim,Male,4889,31,East,19482
Winter,Jeans,Wool,Female,2023,5,North,3674
Autumn,Shirt,Wool,Female,1797,45,South,13123
Autumn,Shirt,Silk,Male,2921,27,South,14179
Spring,Jacket,Silk,Female,842,9,East,18570
Summer,Jacket,Silk,Female,1561,69,East,13933
Summer,Kurti,Denim,Male,1937,55,North,15287
Spring,Dress,Cotton,Male,2713,22,North,8454
Winter,Kurti,Silk,Male,1241,32,South,10980
Summer,Jeans,Cotton,Male,2765,5,South,12101
Autumn,Dress,Linen,Male,1368,43,West,8890
Spring,Dress,Cotton,Male,1279,18,North,5052
Summer,Shirt,Wool,Male,1606,0,West,6432
Spring,Dress,Denim,Female,4647,1,East,1128
Summer,Shirt,Cotton,Female,2938,54,South,17326
Summer,Dress,Linen,Male,4871,59,South,17717
Winter,Shirt,Cotton,Male,1723,55,South,19154
Autumn,Jacket,Cotton,Male,1492,55,North,11583
Autumn,Dress,Wool,Female,1099,10,North,15140
Autumn,Jeans,Cotton,Male,2599,67,North,12506
Summer,Jeans,Linen,Male,2155,8,East,16447
Spring,Dress,Linen,Male,1304,28,East,4829
Summer,Jeans,Silk,Male,4953,41,North,11126
Autumn,Kurti,Linen,Female,3061,59,West,6732
Autumn,Shirt,Silk,Female,2492,43,East,16718
Summer,Kurti,Cotton,Female,4722,38,West,19792
Winter,Kurti,Wool,Female,2988,58,North,2967
Summer,Dress,Cotton,Male,604,54,South,18148
Summer,Dress,Denim,Male,3276,55,North,12367
Winter,Jeans,Cotton,Male,3860,26,South,11262
Winter,Dress,Linen,Female,1596,29,West,9225
Winter,Jeans,Wool,Male,1635,30,South,15786
Autumn,Dress,Denim,Female,4143,52,East,19767
Winter,Jeans,Linen,Male,4389,14,South,8284
Winter,Dress,Silk,Male,3806,11,South,17820
Summer,Jacket,Wool,Male,4990,47,North,14568
Winter,Dress,Linen,Female,2327,27,West,9540
Winter,Dress,Cotton,Male,4273,4,North,7590
Summer,Jacket,Linen,Female,1558,55,East,15076
Autumn,Jacket,Silk,Female,1374,17,North,5449
Summer,Jeans,Cotton,Male,4484,11,North,15456
Summer,Jacket,Silk,Female,581,56,East,15182
Summer,Shirt,Cotton,Male,4021,32,East,18379
Summer,Shirt,Wool,Male,2281,13,North,9347
Winter,Kurti,Silk,Female,3125,15,South,19073
Winter,Jeans,Linen,Female,3651,37,East,13351
Spring,Shirt,Wool,Male,3455,11,North,1307
Summer,Jacket,Cotton,Male,3375,59,North,2718
Winter,Jacket,Denim,Male,4069,29,South,6908
Spring,Jacket,Silk,Female,1334,69,East,1635
Summer,Jeans,Linen,Female,1377,8,West,3142
Winter,Dress,Wool,Female,2612,10,South,16381
Summer,Shirt,Denim,Male,4194,34,East,4102
Winter,Kurti,Silk,Male,1151,11,South,17844
Summer,Jeans,Linen,Female,4116,62,East,17868
Winter,Jeans,Denim,Male,3025,22,West,8837
Winter,Kurti,Denim,Male,2209,61,South,15375
Autumn,Kurti,Cotton,Male,3247,9,North,10776
Winter,Dress,Linen,Female,683,17,North,2311
Summer,Kurti,Denim,Male,4859,8,East,6440
Spring,Jeans,Silk,Male,2808,50,West,11691
Winter,Jeans,Silk,Female,3613,70,North,18099
Summer,Shirt,Linen,Female,4892,13,East,4066
Winter,Kurti,Silk,Male,1292,46,West,18516
Autumn,Jacket,Silk,Female,2275,0,West,4306
Spring,Jeans,Denim,Male,3751,10,West,18905
Autumn,Kurti,Wool,Female,2128,46,North,6753
Spring,Dress,Linen,Male,3406,61,West,4762
Spring,Kurti,Cotton,Female,2675,10,North,6165
Autumn,Kurti,Wool,Female,4950,38,West,5234
Winter,Kurti,Wool,Male,1464,51,South,11477
Summer,Jeans,Cotton,Female,4450,43,East,1407
Summer,Kurti,Silk,Male,2110,45,East,7613
Winter,Kurti,Silk,Male,1818,45,North,1413
Summer,Shirt,Silk,Male,2557,28,West,1947
Autumn,Shirt,Silk,Female,4655,58,South,18256
Autumn,Jeans,Wool,Male,3247,64,East,4223
Winter,Dress,Denim,Male,2007,18,South,6368
Summer,Dress,Linen,Male,2055,24,East,16649
Winter,Kurti,Linen,Male,2528,12,North,7003
Autumn,Kurti,Silk,Female,3981,22,East,8325
Summer,Kurti,Wool,Male,3044,69,East,11264
Autumn,Shirt,Denim,Female,4852,2,South,18317
Spring,Jacket,Silk,Male,1348,69,South,10650
Winter,Dress,Cotton,Female,4018,13,South,19734
Winter,Jeans,Denim,Female,979,31,North,5781
Autumn,Kurti,Denim,Male,2836,19,West,13841
Autumn,Jacket,Linen,Female,821,53,South,3087
Spring,Kurti,Denim,Female,3931,49,West,13866
Spring,Kurti,Cotton,Male,3831,28,East,7160
Summer,Dress,Silk,Female,4089,7,East,16747
Autumn,Shirt,Cotton,Male,980,50,South,3061
Summer,Kurti,Wool,Male,2202,0,South,16040
Spring,Jacket,Linen,Female,1490,6,North,3174
Winter,Jacket,Silk,Female,1624,36,North,2023
Winter,Shirt,Silk,Female,1375,13,East,2968
Autumn,Jeans,Cotton,Female,2516,46,South,11162
Spring,Kurti,Linen,Male,2933,62,South,17119
Autumn,Dress,Denim,Male,4665,46,North,18714
Autumn,Dress,Silk,Male,770,43,East,9109
Spring,Jeans,Silk,Male,2759,36,North,17489
Summer,Dress,Linen,Male,3250,54,South,11383
Summer,Shirt,Silk,Male,2491,52,East,16346
Spring,Jeans,Wool,Male,2919,17,South,17169
Spring,Jacket,Cotton,Female,2658,20,West,4747
Spring,Jeans,Denim,Male,1013,34,East,19840
Autumn,Dress,Cotton,Female,3493,64,West,8816
Summer,Jeans,Cotton,Male,642,3,East,17097
Summer,Shirt,Denim,Female,905,63,North,1912
Summer,Kurti,Wool,Female,1043,3,East,8111
Winter,Jacket,Silk,Female,2886,16,East,16962
Autumn,Kurti,Denim,Male,4035,62,West,15189
Winter,Dress,Silk,Male,725,34,West,5230
Autumn,Dress,Denim,Male,2794,19,North,15900
Summer,Shirt,Silk,Female,4770,59,North,3847
Winter,Kurti,Linen,Female,1523,53,South,18282
Summer,Jacket,Linen,Female,4517,41,South,5080
Spring,Shirt,Wool,Male,1283,20,North,8637
Autumn,Dress,Cotton,Female,2878,42,North,3879
Winter,Shirt,Denim,Female,2800,61,West,16851
Winter,Shirt,Denim,Female,3811,39,South,14411
Spring,Kurti,Cotton,Male,3698,9,South,16017
Winter,Dress,Wool,Male,3541,54,South,12845
Autumn,Kurti,Cotton,Female,4720,45,East,17992
Winter,Shirt,Wool,Female,1840,6,East,18681
Winter,Kurti,Cotton,Male,1200,15,South,14174
Autumn,Shirt,Cotton,Female,3086,35,North,2713
Summer,Dress,Wool,Male,2042,9,South,19422
Summer,Kurti,Wool,Male,3775,19,West,9161
Autumn,Shirt,Denim,Male,782,67,North,16564
Autumn,Shirt,Denim,Male,4011,16,West,2234
Autumn,Jeans,Wool,Male,4425,8,North,2910
Summer,Jacket,Linen,Female,1812,9,South,15455
Autumn,Shirt,Linen,Male,3055,11,West,1221
Winter,Shirt,Wool,Male,3843,44,East,19856
Summer,Dress,Linen,Female,2259,30,South,6188
Winter,Dress,Silk,Male,2079,58,South,15992
Spring,Jacket,Wool,Female,2637,65,North,16956
Autumn,Jacket,Denim,Male,2738,26,North,11839
Autumn,Dress,Wool,Male,2967,53,South,1457
Summer,Jeans,Cotton,Female,4941,34,East,13792
Winter,Shirt,Cotton,Female,2442,5,East,4261
Spring,Kurti,Cotton,Female,2713,6,South,9752
Winter,Jeans,Silk,Male,4398,34,East,14145
Winter,Jeans,Wool,Female,3397,1,North,18856
Summer,Kurti,Linen,Male,4616,4,South,4245
Autumn,Kurti,Silk,Male,2814,58,North,7222
Autumn,Dress,Linen,Female,2683,13,North,13420
Autumn,Jacket,Cotton,Male,3756,38,North,8842
Spring,Jeans,Denim,Female,2181,13,West,18431
Autumn,Kurti,Denim,Male,4034,23,East,15210
Autumn,Kurti,Linen,Male,2537,10,North,6416
Spring,Jeans,Silk,Male,1516,8,West,17813
Spring,Jacket,Wool,Female,2976,27,West,15480
Spring,Kurti,Silk,Male,4099,70,East,4428
Winter,Jacket,Linen,Female,1176,0,South,18323
Spring,Dress,Cotton,Female,2865,66,West,19494
Autumn,Kurti,Linen,Male,1639,12,West,1982
Summer,Kurti,Silk,Female,995,16,West,17441
Autumn,Dress,Wool,Female,3906,67,East,19934
Summer,Jeans,Linen,Female,965,67,South,3089
Summer,Jacket,Denim,Female,2730,63,East,13469
Autumn,Kurti,Wool,Female,2987,18,North,7747
Summer,Jacket,Linen,Female,2988,23,East,16065
Autumn,Jeans,Denim,Male,4114,27,North,17478
Winter,Shirt,Wool,Male,2252,13,West,13250
Spring,Shirt,Silk,Male,3765,57,South,17779
Spring,Jeans,Linen,Female,3745,26,South,9206
Autumn,Jeans,Linen,Male,3410,46,East,13227
Winter,Dress,Denim,Male,3780,38,South,10545
Summer,Dress,Wool,Male,1362,64,East,8131
Spring,Jacket,Wool,Female,2074,50,South,17490
Winter,Jacket,Linen,Male,4292,49,West,2191
Summer,Shirt,Linen,Female,1915,18,West,13070
Spring,Shirt,Cotton,Male,3700,40,West,2949
Summer,Dress,Wool,Female,3351,20,West,15231
Winter,Kurti,Linen,Female,4686,57,West,15445
Winter,Jeans,Wool,Male,1394,6,South,19549
Winter,Shirt,Wool,Female,3675,12,East,2571
Spring,Jeans,Denim,Male,984,2,South,16138
Winter,Dress,Cotton,Male,3880,44,West,14710
Spring,Dress,Cotton,Female,1420,68,South,9617
Winter,Jacket,Denim,Male,2932,24,East,6789
Summer,Dress,Denim,Male,3154,55,South,15548
Spring,Shirt,Silk,Male,3610,22,North,14049
Spring,Jeans,Wool,Female,1673,42,West,16413
Summer,Kurti,Cotton,Male,4962,8,West,9023
Summer,Jeans,Wool,Female,3654,18,South,1842
Autumn,Jeans,Wool,Female,1906,16,East,3581
Autumn,Kurti,Silk,Male,4893,38,North,10670
Winter,Dress,Cotton,Female,2454,65,South,6238
Spring,Jeans,Wool,Female,1275,66,North,10355
Summer,Jacket,Silk,Male,4458,38,North,1218
Summer,Jeans,Denim,Female,2702,65,West,11704
Autumn,Jeans,Denim,Male,4879,9,South,10397
Autumn,Jacket,Denim,Female,4708,67,West,11653
Spring,Jeans,Wool,Female,2999,31,North,16377
Spring,Jeans,Denim,Female,2023,54,East,3827
Summer,Jeans,Cotton,Male,1175,27,West,5823
Summer,Kurti,Linen,Female,2891,12,West,9067
Autumn,Dress,Denim,Male,3978,45,East,9694
Spring,Jacket,Silk,Female,1813,33,West,11364
Summer,Jeans,Linen,Female,1239,26,South,11299
Summer,Jeans,Denim,Male,3016,18,East,9389
Winter,Kurti,Cotton,Female,2899,23,North,13352
Winter,Kurti,Cotton,Male,545,29,North,3315
Spring,Shirt,Silk,Female,1864,65,West,6434
Winter,Jeans,Cotton,Female,3891,69,West,1938
Summer,Dress,Linen,Male,1705,13,West,2292
Summer,Jeans,Silk,Male,2640,17,North,15950
Winter,Dress,Silk,Male,4527,39,South,7843
Summer,Jeans,Linen,Female,2639,65,South,9303
Autumn,Kurti,Cotton,Female,2339,14,East,1420
Autumn,Jacket,Denim,Female,1891,60,South,3941
Autumn,Jeans,Denim,Male,4793,1,West,17288
Winter,Dress,Wool,Female,2574,43,North,18876
Summer,Dress,Cotton,Male,2188,29,North,14104
Spring,Jacket,Cotton,Male,3905,39,South,11640
Summer,Kurti,Cotton,Male,4451,29,South,6337
Winter,Shirt,Wool,Female,3890,62,West,8448
Winter,Dress,Wool,Female,3187,14,North,19773
Summer,Jeans,Cotton,Female,1479,63,West,14750
Spring,Dress,Denim,Female,3145,46,South,2007
Summer,Shirt,Denim,Female,3045,49,South,9466
Autumn,Jeans,Cotton,Female,2635,8,North,7077
Spring,Dress,Linen,Male,4328,70,East,6651
Spring,Dress,Denim,Female,3534,7,West,9117
Autumn,Jacket,Cotton,Male,4858,46,North,1162
Spring,Jacket,Silk,Female,2953,40,East,6949
Summer,Jeans,Silk,Male,1713,45,South,18478
Spring,Shirt,Linen,Female,3269,17,East,2919
Winter,Jacket,Silk,Female,3535,70,West,19799
Winter,Dress,Linen,Female,3749,4,South,13791
Winter,Kurti,Denim,Male,4845,11,South,2397
Summer,Kurti,Wool,Male,1080,16,West,5217
Summer,Jeans,Cotton,Female,2794,67,North,5650
Summer,Shirt,Cotton,Female,3199,65,North,2206
Winter,Kurti,Cotton,Male,3676,61,North,7242
Autumn,Jacket,Wool,Male,1234,23,East,6513
Summer,Jeans,Linen,Male,2902,56,North,18850
Spring,Kurti,Cotton,Male,4513,2,South,9206
Summer,Shirt,Cotton,Female,1055,6,West,10068
Summer,Shirt,Cotton,Male,2596,44,West,7599
Spring,Dress,Denim,Female,2802,49,West,3825
Spring,Jeans,Cotton,Male,2953,6,North,14211
Summer,Kurti,Denim,Male,537,37,West,13709
Summer,Kurti,Silk,Male,2828,60,North,11960
Winter,Kurti,Silk,Female,1685,13,West,18472
Autumn,Shirt,Silk,Male,3940,50,South,7975
Winter,Kurti,Linen,Female,3761,5,South,4394
Spring,Jeans,Wool,Female,1322,9,South,5149
Winter,Jeans,Cotton,Female,3337,21,West,13900
Autumn,Kurti,Silk,Male,4637,56,North,15002
Autumn,Kurti,Denim,Female,3791,7,East,6561
Winter,Jacket,Linen,Female,3748,7,West,19097
Winter,Jeans,Denim,Female,2104,17,North,11715
Winter,Dress,Cotton,Female,1613,22,South,13598
Winter,Jeans,Linen,Female,4092,42,West,10305
Spring,Kurti,Silk,Male,2440,20,West,6041
Spring,Dress,Wool,Female,3771,54,South,13345
Winter,Dress,Denim,Female,1265,31,North,8298
Spring,Shirt,Cotton,Female,1048,68,West,10342
Summer,Kurti,Cotton,Male,1423,50,North,12589
Winter,Jeans,Silk,Male,3710,33,North,3573
Spring,Shirt,Denim,Male,2687,48,West,11035
Summer,Jacket,Silk,Female,1791,8,South,8820
Autumn,Jacket,Wool,Female,2727,62,West,15041
Spring,Jacket,Wool,Male,3690,22,East,14352
Summer,Dress,Wool,Female,3439,41,West,4550
Autumn,Kurti,Silk,Female,1516,2,South,17939
Winter,Dress,Linen,Female,2795,4,West,4306
Winter,Shirt,Wool,Male,3426,52,North,5878
Autumn,Dress,Denim,Female,4786,13,South,19593
Autumn,Jeans,Silk,Female,3382,62,South,5652
Winter,Jacket,Cotton,Female,4532,3,East,11611
Summer,Jacket,Linen,Male,4519,22,West,15085
Autumn,Jeans,Wool,Male,2815,19,West,17044
Spring,Jacket,Linen,Female,2515,15,North,8203
Autumn,Jeans,Denim,Female,4049,17,South,11214
Spring,Jeans,Linen,Male,3242,2,South,3290
Autumn,Kurti,Wool,Female,2524,3,North,9926
Spring,Shirt,Silk,Female,1013,54,West,10826
Spring,Jeans,Denim,Male,3749,11,West,3107
Spring,Kurti,Cotton,Female,2623,47,South,17393
Autumn,Shirt,Silk,Female,800,21,East,12384
Autumn,Dress,Wool,Male,727,5,West,7205
Winter,Jeans,Silk,Female,2872,58,South,8205
Autumn,Kurti,Silk,Male,4924,64,South,18531
Spring,Jeans,Cotton,Male,3144,5,East,3862
Winter,Jacket,Wool,Female,4345,48,South,3529
Winter,Dress,Wool,Female,524,32,South,18666
Spring,Kurti,Silk,Female,3390,35,West,4960
Spring,Jeans,Silk,Male,4586,1,West,1510
Spring,Dress,Silk,Female,3192,59,West,17277
Autumn,Jacket,Linen,Female,2522,9,South,12253
Winter,Kurti,Cotton,Female,794,16,West,2948
Spring,Kurti,Denim,Female,4844,18,West,14811
Summer,Shirt,Silk,Female,2586,22,East,5588
Spring,Kurti,Cotton,Male,2794,4,West,9544
Winter,Jeans,Denim,Male,2260,46,North,1323
Summer,Shirt,Silk,Male,2851,1,North,11090
Autumn,Kurti,Wool,Female,1593,2,North,5512
Spring,Shirt,Cotton,Male,1717,27,West,5897
Spring,Jeans,Denim,Male,3312,61,South,5330
Summer,Kurti,Wool,Male,3343,14,West,2384
Spring,Kurti,Linen,Male,2980,35,North,16220
Summer,Jeans,Cotton,Male,995,29,West,14732
Summer,Shirt,Wool,Female,2989,28,North,3611
Summer,Kurti,Silk,Female,4750,17,West,10350
Autumn,Jacket,Linen,Male,1473,20,South,3608
Autumn,Shirt,Wool,Male,860,13,North,2461
Summer,Kurti,Wool,Male,3462,24,West,14256
Spring,Shirt,Linen,Female,2654,33,West,2363
Autumn,Shirt,Cotton,Female,715,14,North,19245
Winter,Dress,Silk,Female,1895,11,South,8524
Autumn,Shirt,Wool,Female,1129,58,West,17518
Winter,Shirt,Wool,Male,2498,53,West,19717
Summer,Jacket,Wool,Female,4059,70,South,14085
Spring,Shirt,Linen,Female,4423,43,South,17247
Summer,Shirt,Cotton,Female,4486,41,South,3798
Autumn,Dress,Silk,Female,2028,22,South,11777
Winter,Dress,Cotton,Female,4864,39,North,10338
Winter,Dress,Cotton,Female,719,20,East,6665
Autumn,Jeans,Silk,Female,2809,39,South,14285
Winter,Jeans,Silk,Female,1169,11,East,9420
Spring,Dress,Linen,Female,2296,1,East,5410
Winter,Dress,Linen,Male,908,20,North,8419
Spring,Kurti,Silk,Male,4762,19,South,6692
Winter,Jeans,Wool,Female,3944,63,West,18631
Autumn,Shirt,Denim,Female,2319,34,South,16285
Spring,Shirt,Silk,Female,2209,30,North,19071
Winter,Shirt,Linen,Male,2083,69,West,16772
Summer,Shirt,Denim,Male,2568,67,East,2007
Summer,Kurti,Denim,Female,1739,18,East,17551
Winter,Dress,Linen,Female,1234,22,North,16346
Spring,Jacket,Denim,Female,3579,63,South,4473
Autumn,Kurti,Linen,Male,1071,26,South,13273
Autumn,Shirt,Linen,Male,2134,24,East,8034
Summer,Jeans,Cotton,Male,1057,33,North,19059
Summer,Dress,Linen,Female,1009,57,South,19693
Spring,Jacket,Cotton,Female,3209,15,East,9899
Autumn,Shirt,Denim,Female,4775,49,South,18663
Autumn,Kurti,Cotton,Male,3194,2,North,3170
Summer,Shirt,Linen,Male,4304,15,East,13771
Summer,Dress,Linen,Female,3935,19,West,13242
Spring,Shirt,Silk,Female,1792,59,East,5883
Summer,Dress,Silk,Female,989,28,East,7165
Spring,Shirt,Denim,Male,4903,28,North,15399
Winter,Jacket,Cotton,Male,3432,52,West,10901
Spring,Jeans,Silk,Male,2225,54,East,9016
Winter,Jeans,Silk,Female,3890,16,North,16780
Spring,Shirt,Cotton,Male,4504,36,South,1583
Autumn,Shirt,Wool,Male,3883,51,South,6005
Winter,Shirt,Silk,Male,847,59,West,12440
Autumn,Kurti,Silk,Female,2483,51,East,17224
Autumn,Shirt,Denim,Male,3434,53,West,5472
Winter,Dress,Cotton,Female,1620,0,North,2711
Winter,Dress,Silk,Female,3262,54,South,14981
Summer,Jacket,Denim,Female,4444,20,West,7108
Winter,Dress,Cotton,Female,3700,7,West,10566
Spring,Shirt,Wool,Male,2040,10,West,5527
Spring,Kurti,Denim,Female,3460,69,South,10335
Spring,Jeans,Denim,Male,3310,25,East,14131
Spring,Kurti,Denim,Male,1559,46,South,17750
Spring,Dress,Denim,Male,2767,13,South,7699
Spring,Dress,Wool,Female,4164,54,East,11031
Summer,Kurti,Cotton,Male,3364,68,South,7752
Summer,Kurti,Silk,Female,1972,54,East,9210
Autumn,Kurti,Cotton,Male,2254,22,South,8897
Spring,Shirt,Cotton,Male,1021,70,East,15050
Winter,Shirt,Wool,Female,1308,48,West,6714
Spring,Shirt,Linen,Male,1347,12,West,15852
Winter,Jeans,Wool,Female,707,45,West,2920
Spring,Jacket,Denim,Female,2809,62,North,1784
Spring,Jeans,Cotton,Male,3989,8,East,10721
Spring,Kurti,Linen,Female,2797,42,West,2700
Autumn,Jeans,Wool,Female,4457,4,East,19265
Autumn,Jacket,Linen,Female,881,35,West,5034
Spring,Shirt,Wool,Male,3222,48,West,6844
Autumn,Dress,Denim,Male,4026,18,West,7805
Summer,Shirt,Denim,Male,4404,36,South,17184
Summer,Jeans,Wool,Male,1332,19,West,12721
Winter,Jacket,Denim,Male,1353,14,West,16153
Autumn,Dress,Linen,Male,3862,8,South,9910
Spring,Dress,Denim,Female,3817,40,East,3294
Autumn,Kurti,Wool,Female,565,18,West,14111
Autumn,Dress,Linen,Female,2920,21,West,1260
Winter,Kurti,Linen,Female,632,7,North,19663
Spring,Kurti,Silk,Male,2654,30,East,14087
Winter,Dress,Silk,Female,3096,16,South,6357
Spring,Shirt,Linen,Female,1342,23,West,15783
Spring,Shirt,Cotton,Female,2054,10,East,15079
Winter,Jeans,Denim,Female,4875,42,North,12464
Winter,Jacket,Linen,Female,3906,54,South,1804
Autumn,Jeans,Linen,Female,3181,43,West,1538
Winter,Jeans,Wool,Female,2382,8,East,2131
Spring,Jeans,Linen,Female,3071,49,South,15595
Spring,Jacket,Linen,Male,4509,68,North,6540
Autumn,Dress,Silk,Male,4416,18,South,3216
Spring,Shirt,Denim,Male,3114,31,North,13492
Winter,Dress,Cotton,Male,4616,51,West,2933
Spring,Shirt,Silk,Male,760,55,West,6745
Summer,Shirt,Linen,Male,4243,55,East,6659
Spring,Kurti,Denim,Male,2569,54,East,19390
Autumn,Jeans,Linen,Male,3868,60,East,2371
Autumn,Shirt,Silk,Female,2905,45,North,8117
Autumn,Dress,Silk,Female,750,42,North,10519
Spring,Dress,Wool,Male,1591,40,South,4957
Summer,Dress,Cotton,Male,3944,45,North,11174
Winter,Jacket,Denim,Male,3390,60,South,13220
Winter,Shirt,Silk,Female,3488,63,North,2611
Summer,Dress,Silk,Male,983,54,West,18964
Winter,Shirt,Denim,Male,1942,33,West,2289
Spring,Dress,Denim,Male,791,20,South,8076
Autumn,Jacket,Cotton,Female,605,46,South,19792
Autumn,Jeans,Wool,Male,3370,36,West,16531
Autumn,Kurti,Silk,Male,1220,21,South,5013
Autumn,Shirt,Silk,Female,4396,31,North,4779
Spring,Jacket,Wool,Male,3843,10,South,6600
Summer,Shirt,Linen,Female,3503,62,North,11779
Autumn,Jacket,Denim,Female,2014,28,West,16806
Autumn,Dress,Wool,Male,4467,15,East,3153
Winter,Shirt,Linen,Male,1862,11,West,16816
Spring,Jacket,Cotton,Female,980,16,West,14088
Summer,Jeans,Denim,Female,698,50,East,15763
Autumn,Shirt,Wool,Male,4902,31,North,12799
Spring,Shirt,Wool,Female,4225,69,South,11386
Summer,Dress,Silk,Male,4490,35,East,2969
Summer,Kurti,Cotton,Male,920,39,East,19854
Summer,Jacket,Silk,Male,1928,63,North,11169
Winter,Jacket,Linen,Male,1715,58,South,15201
Autumn,Jacket,Denim,Female,2298,35,East,5228
Summer,Dress,Denim,Female,1295,3,East,1060
Spring,Shirt,Denim,Female,1914,28,South,3869
Autumn,Kurti,Linen,Female,1074,12,North,11713
Summer,Kurti,Silk,Female,3396,52,East,2736
Winter,Shirt,Linen,Male,4815,31,North,16055
Winter,Jacket,Linen,Male,3721,55,South,7906
Summer,Jeans,Linen,Female,2274,37,South,17921
Winter,Dress,Silk,Male,2023,69,West,2197
Autumn,Shirt,Silk,Female,1747,28,South,14586
Winter,Jacket,Linen,Female,4647,46,North,4413
Winter,Jacket,Denim,Female,635,49,West,2322
Summer,Jeans,Denim,Male,4192,47,South,13311
Autumn,Jeans,Silk,Female,3223,41,North,5054
Spring,Jeans,Wool,Female,2004,8,North,10588
Winter,Jeans,Cotton,Male,1513,1,North,11906
Summer,Jacket,Wool,Male,1848,65,West,11042
Winter,Kurti,Silk,Female,3933,41,East,1959
Winter,Jacket,Silk,Female,683,47,South,6321
Autumn,Shirt,Cotton,Male,3395,13,North,2335
Winter,Jacket,Cotton,Female,594,40,North,1416
Summer,Jeans,Cotton,Male,3479,54,South,16137
Winter,Jacket,Cotton,Male,3250,13,South,18782
Summer,Kurti,Linen,Female,1461,52,South,3738
Winter,Dress,Cotton,Male,2043,2,North,17294
Summer,Shirt,Cotton,Male,1829,41,West,2932
Winter,Shirt,Silk,Female,947,59,West,8926
Spring,Dress,Silk,Male,2131,40,North,11323
Summer,Shirt,Linen,Male,1878,15,South,15070
Autumn,Jacket,Cotton,Female,3531,28,West,15875
Spring,Jeans,Linen,Female,1248,33,North,17256
Summer,Dress,Linen,Female,539,20,South,10808
Spring,Dress,Wool,Female,4486,57,North,10929
Summer,Shirt,Linen,Female,2421,50,South,6018
Summer,Jacket,Silk,Male,4719,7,South,4644
Winter,Shirt,Denim,Female,1072,60,East,1241
Spring,Jeans,Linen,Female,4945,56,North,9715
Autumn,Dress,Denim,Male,732,47,East,16619
Autumn,Shirt,Linen,Female,2209,37,West,17643
Winter,Dress,Denim,Male,3529,67,East,8939
Autumn,Shirt,Cotton,Male,3725,66,North,5804
Spring,Jacket,Silk,Female,1788,30,East,14918
Spring,Jacket,Denim,Female,3637,49,North,13359
Autumn,Jacket,Silk,Female,4374,16,South,18522
Spring,Jeans,Cotton,Female,1895,66,East,2879
Summer,Dress,Wool,Female,4987,1,South,9066
Spring,Dress,Linen,Female,689,33,East,1835
Autumn,Shirt,Linen,Female,661,9,South,11317
Spring,Jeans,Cotton,Male,586,36,West,12193
Winter,Jeans,Linen,Male,2373,37,South,9321
Autumn,Kurti,Denim,Female,3642,35,East,4240
Summer,Jacket,Cotton,Male,577,17,East,4376
Spring,Jacket,Silk,Male,3861,40,North,12460
Winter,Jeans,Silk,Female,4440,7,West,5263
Summer,Jacket,Denim,Male,1908,5,North,10909
Spring,Jeans,Wool,Female,1947,26,North,14406
Spring,Kurti,Silk,Male,3103,61,East,3407
Winter,Dress,Wool,Female,4940,14,West,10047
Winter,Jacket,Denim,Male,2594,39,East,3576
Autumn,Shirt,Silk,Female,2046,17,West,14672
